Alimentos;;T.ESPAÑA;NIVEL ALTO;NIVEL MEDIO-ALTO;NIVEL MEDIO;NIVEL MEDIO-BAJO;NIVEL BAJO;SIN NIÑOS;NIÑOS - 6 AÑOS;NIÑOS 6 A 15 AÑOS;ACTIVA;NO ACTIVA;- 35 AÑOS;35 A 49 AÑOS;50 A 64 AÑOS;65 Y MAS AÑOS;+ 50 AÑOS;1 PERSONA;2 PERSONAS;3 PERSONAS;4 Y MAS PERSONAS;NORESTE;LEVANTE;ANDALUCIA;CENTRO-SUR;CASTILLA Y LEON;NOROESTE;NORTE;T.CANARIAS;< 2000 HABIT.;2000 A 10000;10001 A 100000;100001 A 500000;+ DE 500000;JOVENES INDEPENDIENTES;PAREJ.JOVENES SIN HIJOS;PAREJ.CON HIJOS PEQUEÑOS;PAREJ.CON HIJOS EDAD MEDIA;PAREJ.CON HIJOS MAYORES;HOGARES MONOPARENTALES;PAREJAS ADULTAS SIN HIJOS;ADULTOS INDEPENDIENTES;RETIRADOS;Nivel;Hoja
LOMO E.N.ENVASADO;;41.609;44.505;40.717;43.015;43.028;37.338;39.759;45.25;51.158;43.261;39.788;41.617;45.315;44.658;35.582;40.099;33.67;39.523;45.59;50.478;38.353;45.67;42.574;45.163;47.144;38.784;38.698;28.567;41.178;39.439;43.04;41.094;41.086;39.231;39.847;45.251;51.958;50.202;46.18;42.914;31.202;35.377;5.0;VALOR
LOMO EMB.IBERICO;;16.777;20.14;20.337;14.664;15.361;15.52;17.178;14.187;17.455;16.635;17.156;13.051;14.564;18.854;19.277;18.887;12.218;20.454;18.009;17.463;14.741;13.112;14.712;23.051;17.275;18.542;19.465;11.819;14.753;16.8;15.629;16.728;21.197;5.973;14.212;14.192;18.648;20.326;15.049;21.898;12.052;19.201;4.0;VALOR
LOMO E.I.AL CORTE;;8.617;10.268;8.38;8.531;6.879;8.552;8.746;6.561;10.331;8.45;8.911;6.158;7.899;9.351;10.325;9.69;7.458;10.363;8.402;8.552;7.831;6.665;5.061;14.12;9.89;10.769;9.255;3.908;7.788;7.575;8.263;8.127;11.962;2.266;8.437;6.564;10.011;9.801;7.542;10.857;7.98;10.226;5.0;VALOR
LOMO E.I.ENVASADO;;10.247;12.387;13.598;8.731;10.86;8.815;10.686;8.611;9.116;10.279;10.37;8.491;8.216;11.959;11.516;11.639;7.465;13.042;10.487;10.932;8.583;7.549;10.224;13.782;11.214;9.077;14.131;8.916;10.054;10.073;9.328;10.917;12.704;3.77;8.764;8.614;10.671;13.154;9.119;13.395;7.386;11.819;5.0;VALOR
OTRAS SALAZONES;;49.281;51.293;49.848;50.462;50.269;45.579;48.734;53.745;53.473;48.449;50.736;49.198;49.126;54.385;47.931;51.157;34.395;52.824;55.795;56.466;52.062;52.396;44.322;54.875;53.377;46.192;46.976;25.615;56.075;56.311;49.979;43.787;47.205;33.226;47.46;53.742;58.4;61.862;51.145;56.562;34.201;46.911;3.0;VALOR
O.SALAZONES AL COR;;26.282;27.323;27.208;26.605;26.457;24.997;26.229;27.329;29.285;25.156;28.025;21.572;25.839;28.704;27.8;28.255;17.372;30.185;29.38;29.715;24.876;30.132;23.373;30.024;36.376;22.778;25.04;13.195;37.844;33.975;26.064;22.148;22.047;10.78;25.194;27.341;30.293;35.46;24.474;33.214;17.026;26.701;4.0;VALOR
O.SALAZONES ENVASA;;34.839;36.603;34.999;36.007;36.23;31.327;34.187;37.906;39.34;35.025;34.997;37.251;34.93;39.395;32.247;35.774;23.446;36.48;39.42;42.47;39.096;37.262;29.868;39.071;29.323;34.764;33.73;20.156;33.96;37.982;35.746;32.446;34.327;24.99;35.056;37.898;43.67;42.896;39.274;39.11;23.025;31.762;4.0;VALOR
TOCINO Y MANTECA;;62.031;68.548;66.999;61.67;62.457;53.087;61.409;63.47;65.547;64.958;58.721;63.71;63.73;66.049;56.873;61.46;52.724;64.861;65.991;66.019;67.524;73.52;66.622;63.437;49.933;41.273;44.458;60.417;58.133;57.797;62.077;62.19;67.278;58.927;64.345;63.469;67.221;68.76;64.435;67.292;57.171;55.516;3.0;VALOR
TOCINO;;11.044;9.549;11.014;9.92;12.29;12.95;11.559;8.687;10.579;9.993;12.483;8.097;9.739;11.395;13.735;12.52;8.948;13.984;11.436;10.358;12.89;9.185;15.136;10.2;11.852;12.092;8.363;3.259;15.966;10.573;9.598;12.765;11.866;8.132;12.835;8.689;10.007;11.713;14.003;14.709;8.138;13.183;4.0;VALOR
CHORIZOS;;80.231;82.664;79.715;82.656;77.515;77.292;78.71;82.665;88.68;79.782;80.784;72.204;81.231;85.274;77.363;81.385;68.243;81.575;85.532;88.133;73.48;78.965;80.793;81.15;85.666;88.064;87.108;75.668;83.126;80.453;80.055;80.559;78.955;59.829;72.567;82.661;88.732;89.585;87.289;85.984;71.13;76.631;3.0;VALOR
CHOR.IBERICO;;32.53;35.106;32.882;31.459;32.363;31.311;32.756;28.098;35.231;32.882;32.298;23.947;31.443;37.731;31.314;34.561;24.831;34.98;34.397;37.119;29.457;31.033;31.419;37.246;35.259;34.828;34.255;24.095;33.984;31.758;32.067;33.185;33.846;19.845;22.484;28.103;37.041;42.698;32.801;41.23;27.601;30.896;4.0;VALOR
CHOR.NORMAL;;76.697;79.736;76.409;79.548;74.289;72.343;74.799;80.667;86.306;76.666;76.757;69.911;78.581;82.084;72.183;77.22;63.054;77.697;83.236;85.883;68.85;75.043;76.461;78.126;81.354;85.778;85.487;74.189;79.24;77.156;76.213;77.812;74.902;56.751;70.281;80.663;86.611;87.476;82.919;81.991;67.34;71.407;4.0;VALOR
CHORIZO DE PAVO;;8.379;7.824;7.779;9.196;8.346;8.435;8.071;9.247;10.063;8.764;7.943;6.753;9.07;10.152;6.383;8.304;6.898;7.115;9.167;10.981;8.062;7.804;12.607;6.709;5.899;8.57;6.906;8.907;10.871;8.419;8.765;7.694;7.819;5.916;5.967;9.249;10.618;11.374;8.047;9.93;8.653;6.288;4.0;VALOR
CHORIZO DE CERDO;;79.273;82.142;78.9;81.544;76.838;75.795;77.738;81.674;87.859;78.932;79.699;71.081;80.473;84.306;76.226;80.336;66.504;80.999;85.032;87.249;72.75;77.529;79.886;80.539;84.96;86.693;86.444;73.456;81.56;79.838;78.992;79.759;77.928;58.959;72.167;81.67;88.037;88.931;86.028;85.377;69.104;75.572;4.0;VALOR
SALCHICHON/SALAMI;;64.233;68.405;65.444;65.306;64.271;58.224;61.926;69.215;75.785;64.746;63.67;57.537;67.347;69.041;59.078;64.19;50.644;63.982;69.983;75.476;52.692;66.888;79.975;66.329;68.602;59.118;56.057;59.816;66.691;64.501;64.199;64.222;63.334;46.506;57.822;69.213;74.889;76.119;67.602;70.03;55.962;57.606;3.0;VALOR
SALCHICHON DE PAVO;;9.308;7.705;10.42;9.851;9.989;9.085;9.014;11.802;9.676;9.853;8.7;8.952;11.13;10.099;6.951;8.548;8.415;8.549;10.124;10.498;8.071;10.551;16.772;6.833;7.419;6.83;5.182;8.094;7.566;8.691;9.689;9.452;9.525;7.965;8.289;11.804;9.484;10.697;9.768;10.227;11.148;7.153;4.0;VALOR
SALCHICHON DE CERD;;62.302;67.296;63.493;63.409;62.008;55.703;59.925;67.506;74.245;62.586;62.008;55.448;64.945;67.021;57.792;62.526;47.465;62.302;68.068;74.634;51.135;64.944;77.067;64.593;67.317;57.315;54.78;56.956;66.125;62.316;62.263;62.168;61.313;40.618;56.138;67.505;73.309;75.56;66.367;67.844;51.822;56.234;4.0;VALOR
FUET/LONGANIZAS;;69.594;77.386;67.915;69.453;67.535;64.716;66.921;74.828;83.42;71.023;67.979;67.748;73.853;71.882;64.74;68.288;56.564;69.213;74.799;81.414;82.137;78.356;68.594;70.45;57.287;53.783;57.245;44.334;70.248;71.391;69.789;65.538;73.22;55.837;69.231;74.824;83.678;78.673;76.921;71.496;54.016;63.201;3.0;VALOR
FUET/LONGANIZ.PAVO;;12.349;13.148;11.76;13.779;11.897;10.772;11.733;15.38;14.632;13.273;11.303;10.533;13.984;13.069;10.641;11.876;10.155;11.13;14.117;14.931;17.596;13.547;14.787;11.622;7.819;4.472;6.862;7.996;8.011;11.09;13.022;11.767;14.368;11.198;12.36;15.382;14.308;14.294;15.212;11.841;8.974;10.754;4.0;VALOR
FUET/LONGANIZ.CERD;;67.922;75.892;66.349;67.91;65.537;62.896;65.212;73.384;81.927;69.198;66.497;66.078;72.015;70.404;63.112;66.712;54.077;67.536;73.74;80.261;80.682;76.459;65.616;68.978;56.554;53.024;56.368;42.232;69.697;69.743;68.297;63.336;71.457;52.375;67.162;73.38;82.636;77.283;75.469;69.972;52.549;61.426;4.0;VALOR
OTROS PROD.CURADOS;;60.844;64.586;56.215;61.973;59.714;59.841;60.191;60.329;66.792;59.67;62.242;55.878;60.081;64.619;60.642;62.651;51.301;62.074;65.132;66.866;63.922;56.0;56.395;60.884;68.165;64.347;63.573;56.98;66.555;60.969;60.107;61.012;60.178;44.975;53.662;60.333;66.571;67.961;69.178;66.135;48.978;60.763;3.0;VALOR
O.PROD.CURAD.CORTE;;26.723;27.808;26.828;26.883;26.11;26.019;27.324;22.522;26.73;26.483;27.099;23.952;25.491;29.858;26.82;28.421;21.259;28.549;28.005;29.922;24.614;23.392;26.408;24.028;36.663;35.406;27.885;37.074;27.346;27.46;26.49;28.157;24.507;16.253;20.536;22.528;29.559;32.273;31.025;32.199;23.211;26.329;4.0;VALOR
O.PROD.CURAD.ENVAS;;49.478;52.633;45.999;50.7;48.187;48.351;48.39;51.425;56.192;48.297;50.868;45.218;49.431;52.237;49.065;50.616;40.158;50.639;53.882;55.359;55.485;45.903;45.09;51.403;52.902;45.561;52.089;36.328;56.737;49.705;48.809;48.231;50.31;36.748;44.294;51.43;55.021;55.004;56.151;55.261;36.471;48.655;4.0;VALOR
SALCHICHAS;;71.568;79.367;70.589;72.791;71.068;63.568;66.398;86.487;91.307;75.274;67.179;78.269;82.615;71.274;58.885;65.178;54.893;68.468;78.863;88.269;68.67;59.78;79.315;77.697;71.451;69.547;65.509;78.234;63.342;73.24;70.755;73.486;72.236;58.734;76.526;86.481;89.474;80.999;84.409;68.477;56.919;56.63;3.0;VALOR
JAMON COCIDO;;83.313;87.975;82.785;84.204;81.127;79.593;82.661;83.71;87.808;83.594;83.003;75.966;83.614;86.097;83.343;84.733;75.57;84.268;86.698;88.197;83.021;84.91;81.659;83.883;83.438;84.602;81.823;83.595;84.783;82.534;83.081;84.131;82.887;63.458;80.789;83.704;88.711;88.934;86.598;88.825;78.244;81.643;3.0;VALOR
J.COC.SIN/BAJO SAL;;16.456;19.244;15.284;15.324;15.937;16.187;16.627;16.84;15.796;17.06;15.779;18.806;16.231;17.199;16.486;16.849;15.619;16.242;16.733;17.608;20.537;17.599;17.014;12.274;15.401;14.79;13.581;20.374;16.808;14.914;16.707;17.372;15.871;15.667;14.959;16.845;15.725;19.093;15.709;20.454;14.937;15.934;4.0;VALOR
PALETA COCIDA;;8.686;7.318;8.847;9.461;7.516;9.927;9.008;7.591;9.061;8.172;9.435;5.395;8.278;9.581;10.301;9.908;8.255;9.359;9.289;8.104;12.684;6.085;9.139;7.612;7.531;6.814;7.472;14.35;12.183;7.319;8.687;8.247;10.135;4.03;6.167;7.592;8.614;10.911;6.328;12.373;11.078;9.855;3.0;VALOR
FIAMBRES;;93.189;95.732;94.005;92.82;93.628;90.151;92.152;95.953;97.316;94.536;91.537;94.201;95.582;94.322;89.485;91.979;86.502;94.114;96.227;96.929;91.584;92.8;95.423;95.723;94.795;90.002;89.623;92.045;94.321;93.313;93.001;93.028;93.388;89.582;94.717;95.945;97.298;97.248;96.488;94.82;88.618;88.542;3.0;VALOR
PAVO;;81.068;87.137;81.767;80.206;80.7;75.846;79.214;87.386;87.632;84.939;76.397;85.719;86.246;83.324;72.325;78.006;71.402;81.065;85.511;88.23;75.973;80.547;85.919;86.05;83.742;74.878;80.253;74.215;82.179;81.333;79.936;81.906;81.984;79.313;85.887;87.38;87.919;89.536;86.739;82.468;74.894;70.579;4.0;VALOR
POLLO;;29.19;32.606;29.914;30.79;31.147;22.655;27.859;32.937;35.549;32.899;24.927;38.12;34.699;31.465;20.176;25.956;23.56;28.381;31.816;34.756;26.501;25.648;36.416;32.332;28.642;20.855;26.321;32.043;24.843;27.894;28.372;29.861;33.224;33.376;35.357;32.94;36.114;34.907;31.939;29.591;27.511;19.809;4.0;VALOR
PROD.A BASE SANGRE;;28.062;27.556;29.434;29.373;24.964;28.489;28.907;23.368;27.274;25.645;30.987;20.527;24.198;32.37;30.485;31.436;23.463;31.348;31.013;27.246;24.432;26.407;29.206;31.818;35.206;19.317;44.226;16.853;26.066;28.71;26.155;30.439;29.757;21.198;22.335;23.375;27.884;35.885;25.694;35.026;25.216;29.984;3.0;VALOR
MORCILLA;;27.358;27.357;28.803;28.573;24.025;27.527;28.145;22.416;26.997;25.353;29.828;19.517;23.93;31.597;29.4;30.511;23.017;30.327;30.277;26.642;23.868;24.944;28.075;31.349;34.214;19.103;44.136;16.568;24.919;28.202;25.533;29.815;28.686;21.198;21.571;22.422;27.654;35.344;24.257;33.764;25.092;29.141;4.0;VALOR
FOIE-GRAS Y PATES;;63.989;69.084;63.515;65.979;61.429;58.905;62.572;67.208;71.33;64.753;63.136;57.014;65.034;68.863;60.846;64.936;53.209;64.609;68.946;71.608;65.552;67.027;73.943;66.918;57.532;41.686;58.859;53.731;65.086;66.484;63.264;63.33;64.157;45.955;56.763;67.21;71.414;73.059;72.237;69.0;58.681;58.741;3.0;VALOR
COCIDOS Y OTROS;;70.214;75.943;70.52;70.892;70.889;63.584;67.044;80.785;82.686;72.497;67.645;77.876;76.513;71.818;61.296;66.418;56.529;69.619;76.494;82.932;70.996;70.733;71.3;74.657;72.516;60.145;64.271;67.662;69.118;70.36;70.604;68.547;72.148;62.656;74.694;80.78;84.101;79.253;78.041;70.964;56.568;59.888;3.0;VALOR
COCIDOS Y O. CORTE;;19.292;20.809;18.5;19.447;18.804;19.231;20.005;15.69;19.217;19.185;19.916;14.299;17.683;22.435;20.11;21.186;14.27;21.419;21.448;21.264;15.191;17.043;21.566;22.299;21.444;21.463;15.489;29.204;23.132;20.417;18.021;19.329;21.126;9.753;15.401;15.698;21.954;24.733;20.249;24.967;15.292;19.587;4.0;VALOR
COCIDOS Y O.ENVASA;;65.368;72.805;66.952;65.25;66.287;56.789;61.384;78.683;80.162;68.72;61.474;76.156;73.712;66.396;53.606;59.968;50.555;63.06;72.086;80.373;67.116;67.354;65.2;70.326;67.971;53.171;59.968;58.207;65.898;65.25;66.434;62.925;66.416;59.794;71.169;78.679;81.581;74.962;74.626;63.717;50.217;52.119;4.0;VALOR
COCIDOS DE PAVO;;8.521;9.771;6.917;8.881;7.825;9.103;8.923;6.32;7.786;8.032;9.269;6.877;6.531;9.5;9.953;9.691;7.297;9.48;7.676;10.094;10.163;6.3;6.413;12.329;5.775;7.84;7.13;8.003;7.228;7.596;8.51;7.882;12.155;2.861;7.009;6.321;8.469;10.832;9.495;11.155;6.698;9.514;4.0;VALOR
COCIDOS DE CERDO;;67.853;74.391;69.097;68.39;68.972;59.571;64.211;80.076;81.648;70.694;64.603;77.174;75.154;69.513;57.17;63.264;53.021;66.524;74.669;81.851;68.499;69.378;69.024;72.289;70.969;56.646;60.82;65.678;67.207;68.134;68.592;66.155;68.679;60.954;72.644;80.072;83.081;77.413;76.348;67.584;53.927;55.667;4.0;VALOR
TOTAL PESCA;;99.41;99.639;99.134;99.518;99.094;99.434;99.398;99.415;99.622;99.196;99.665;98.572;99.388;99.768;99.641;99.708;99.07;99.384;99.486;99.74;99.382;99.633;99.71;99.161;99.598;99.316;99.524;98.229;99.444;99.279;99.583;99.224;99.353;97.88;98.71;99.416;99.798;99.906;99.256;99.752;99.296;99.687;1.0;VALOR
PESCADOS;;96.223;97.72;95.93;95.789;95.438;95.853;96.11;96.607;97.378;95.332;97.395;93.265;95.701;97.234;98.198;97.691;93.669;96.284;97.192;97.893;95.033;96.917;97.372;96.275;97.429;96.063;96.503;92.821;95.731;96.74;96.608;95.503;96.004;88.326;92.27;96.611;98.035;98.819;95.383;98.439;92.774;98.272;2.0;VALOR
PESCADOS FRESCOS;;88.484;91.009;88.676;86.819;87.298;88.562;89.252;86.809;88.108;87.298;90.329;77.457;86.856;91.549;93.356;92.346;85.728;89.389;89.589;89.714;87.053;89.005;91.166;88.183;91.009;91.551;90.893;69.949;86.269;88.67;89.099;87.304;89.319;75.881;80.85;86.82;89.94;93.049;86.664;94.277;84.924;93.557;3.0;VALOR
PESCADOS CONGELADOS;;84.379;88.066;82.039;84.674;83.244;82.68;83.429;88.168;87.98;83.08;85.957;83.11;83.164;86.946;85.148;86.068;76.044;84.409;88.577;89.995;82.254;88.414;88.967;86.338;85.771;73.936;77.251;84.18;87.906;84.984;84.92;82.128;84.519;70.671;79.274;88.165;89.682;91.667;84.43;88.094;74.447;84.251;3.0;VALOR
MERLUZA/PESCAD;;79.815;83.742;77.254;79.176;78.375;79.384;79.55;83.096;80.292;76.491;83.796;70.004;75.896;81.48;86.709;84.076;73.697;80.939;81.819;84.051;77.778;78.958;80.36;82.851;84.266;81.493;81.543;63.322;86.036;81.503;78.262;78.567;81.636;59.415;66.879;83.097;82.287;85.333;76.825;84.369;69.907;86.742;3.0;VALOR
MERLUZA/PESCAD.FRE;;51.761;55.02;48.509;49.695;51.362;53.951;53.905;47.997;46.924;48.255;56.944;34.081;45.036;55.124;63.719;59.146;49.347;55.097;52.68;50.4;52.08;47.366;48.849;52.861;61.834;63.66;61.251;14.626;50.387;55.127;50.122;49.986;55.892;37.979;38.445;48.011;48.327;57.265;47.679;58.844;44.184;65.392;4.0;VALOR
MERLUZA/PESCAD.CON;;58.684;62.73;56.004;60.9;57.102;55.228;56.391;71.06;64.35;57.277;60.369;56.773;59.833;60.364;57.976;59.176;47.938;57.362;63.041;69.348;53.436;61.93;62.839;64.727;60.04;49.47;52.656;56.663;67.994;59.253;58.275;56.011;60.101;41.334;50.909;71.063;66.54;65.442;59.99;60.184;49.007;56.515;4.0;VALOR
SARDINA/BOQUERON;;59.482;62.119;56.923;58.02;58.191;62.055;61.636;52.883;57.569;55.386;65.411;40.97;52.883;65.068;70.709;67.55;52.121;63.092;62.762;61.648;57.906;58.81;67.968;59.507;60.112;59.3;61.817;30.305;62.751;62.299;58.851;58.048;59.566;35.505;42.435;52.894;62.451;70.899;55.148;71.334;48.604;70.269;3.0;VALOR
BOQUERONES FRESCOS;;48.645;52.501;46.255;47.593;46.504;49.92;50.303;46.905;47.194;45.727;53.084;43.717;44.124;53.435;57.476;55.18;42.486;50.918;51.81;51.317;45.408;49.564;60.61;51.271;46.577;35.368;56.599;15.548;47.24;50.182;47.666;48.97;49.821;34.884;33.49;46.922;52.731;60.797;43.891;57.763;36.675;57.255;4.0;VALOR
SARDINAS FRESCAS;;38.704;41.902;35.041;36.118;39.077;42.127;40.693;33.937;35.504;35.398;44.118;26.484;31.784;43.543;48.278;45.41;31.437;44.271;41.124;39.478;39.149;39.127;43.317;36.64;39.633;49.916;30.945;22.005;46.602;44.317;38.043;35.037;37.944;17.59;28.617;33.954;38.454;46.316;35.68;51.471;29.401;47.822;4.0;VALOR
ATUN Y BONITO;;43.867;50.709;44.75;44.862;42.014;37.56;44.255;45.15;44.863;42.583;45.533;32.833;41.315;48.332;46.422;47.253;36.348;45.952;47.617;47.039;40.564;40.571;46.621;44.352;50.126;40.043;52.814;45.63;41.766;45.391;43.311;44.826;43.738;27.647;38.049;45.166;49.906;48.805;43.147;51.104;35.499;46.171;3.0;VALOR
TRUCHA FRESCA;;24.035;31.362;23.258;21.948;20.605;23.124;24.152;26.002;26.989;23.234;25.218;16.758;22.196;27.153;26.344;26.594;19.827;24.77;26.055;26.905;20.628;26.738;23.764;28.542;34.982;25.083;23.305;2.33;30.535;25.128;22.149;23.606;26.727;14.759;23.862;26.019;27.061;29.907;20.1;30.164;19.992;25.477;3.0;VALOR
LENGUADO;;20.194;24.08;19.06;19.56;20.514;18.515;20.714;20.957;17.745;18.02;22.769;17.932;15.594;21.131;25.512;23.265;16.314;23.176;21.828;20.106;20.561;16.744;26.577;20.0;26.467;19.208;13.531;14.262;21.828;20.517;19.58;18.415;23.628;11.926;16.469;20.966;20.58;21.442;18.111;22.87;15.926;24.764;3.0;VALOR
LENGUADO FRESCO;;17.272;21.167;15.261;17.496;17.445;15.26;17.89;16.416;14.842;15.664;19.215;14.295;13.185;18.559;21.743;20.098;13.854;20.018;19.004;16.742;17.328;11.954;22.264;18.221;23.628;17.998;12.959;12.114;16.76;18.793;16.189;15.823;21.124;10.804;16.793;16.424;16.885;17.705;16.263;20.91;13.132;21.089;4.0;VALOR
LENGUADO CONGELADO;;4.698;6.369;6.186;3.59;5.61;4.042;4.604;7.213;4.494;3.772;5.724;5.33;3.906;4.402;5.783;5.078;2.853;5.422;5.115;5.798;4.405;8.103;7.119;3.313;3.537;5.434;0.838;3.393;8.739;4.146;5.375;3.523;4.423;1.629;4.292;7.218;6.122;5.919;2.819;4.923;3.507;5.262;4.0;VALOR
BACALAO;;66.581;71.543;63.895;65.134;62.865;67.664;68.178;57.74;66.333;63.356;70.69;54.452;59.023;72.411;74.997;73.644;61.573;68.519;70.116;67.284;65.556;67.008;70.792;66.348;72.631;65.425;67.076;48.08;73.036;69.077;65.191;65.766;66.551;50.696;49.698;57.749;68.806;74.986;64.954;76.14;58.548;74.734;3.0;VALOR
BACALAO FRESCO;;52.035;57.417;49.825;49.111;50.226;53.15;53.564;48.9;52.032;49.682;55.659;45.841;45.513;57.316;60.296;58.674;46.636;54.171;57.14;51.739;46.547;54.613;56.362;53.456;61.154;56.901;56.874;17.985;53.895;53.103;51.547;50.652;54.007;39.697;38.399;48.919;55.302;60.112;50.868;62.076;40.408;59.51;4.0;VALOR
BACALAO CONGELADO;;38.655;42.333;35.777;39.445;35.407;38.447;40.001;30.159;36.881;36.643;41.028;28.686;32.951;42.864;43.683;43.266;33.538;41.11;39.926;40.814;45.191;41.84;43.062;36.599;35.622;24.156;27.908;40.05;44.563;42.5;37.963;35.642;39.478;26.151;29.777;30.164;41.436;44.869;36.846;43.753;34.186;43.314;4.0;VALOR
BACALADILLA;;32.91;38.165;29.973;30.433;31.249;34.464;33.811;32.966;35.099;30.817;36.26;34.488;29.124;36.685;38.048;37.271;26.514;34.635;38.643;34.267;23.85;40.696;38.993;36.296;37.108;36.9;29.479;7.877;34.807;35.081;32.247;31.647;34.211;27.899;28.123;32.989;36.543;42.492;31.782;40.319;22.829;36.801;4.0;VALOR
CABALLA FRESCA;;27.729;27.632;28.082;27.776;28.179;28.831;29.661;26.059;23.556;25.325;31.427;23.915;22.844;31.016;34.975;32.624;26.4;31.537;30.027;24.583;24.373;31.209;28.719;27.148;34.005;30.049;25.418;27.918;40.595;29.045;26.954;26.429;26.83;21.294;27.005;26.065;25.936;31.889;25.003;36.262;24.803;34.257;3.0;VALOR
SALMON;;66.645;75.111;69.036;65.228;63.549;60.237;66.538;65.24;69.923;67.21;66.035;62.267;64.536;70.265;68.084;69.236;60.414;69.514;66.837;70.138;67.277;66.427;66.687;68.253;69.882;68.272;65.536;54.901;70.2;66.779;65.787;64.507;71.151;56.452;62.922;65.245;71.42;70.841;65.487;73.336;56.798;68.17;3.0;VALOR
SALMON FRESCO;;60.406;70.033;62.085;59.181;56.231;53.812;60.135;59.987;64.552;61.115;59.708;54.621;58.772;64.541;61.609;63.158;52.984;62.633;61.939;64.902;58.696;59.542;61.091;64.019;67.734;63.775;61.566;36.253;63.106;61.255;58.752;58.681;65.864;47.655;53.199;59.995;66.992;65.343;60.007;67.211;51.006;61.842;4.0;VALOR
SALMON CONGELADO;;20.236;23.032;20.803;20.635;19.745;17.42;20.125;23.27;19.315;21.271;19.081;23.731;20.302;21.001;19.235;20.131;19.649;21.357;19.875;20.012;24.268;24.851;20.859;18.531;12.734;10.875;12.055;34.952;19.741;18.527;20.418;19.417;23.117;21.395;24.29;23.273;19.167;22.633;18.334;21.459;18.702;18.925;4.0;VALOR
LUBINA;;41.636;48.189;43.479;41.002;39.493;36.737;42.505;38.426;42.042;42.482;41.238;36.804;39.97;44.614;44.736;44.59;35.015;46.25;43.817;42.639;35.378;41.17;38.426;47.199;55.454;47.71;49.016;22.037;42.505;41.104;40.346;42.498;44.062;33.071;40.403;38.436;43.582;46.513;40.68;51.202;30.009;45.334;3.0;VALOR
DORADA;;47.91;55.761;51.631;47.793;44.435;40.719;47.888;51.302;49.148;48.701;47.28;41.892;46.364;52.305;48.843;50.568;39.803;50.355;52.485;50.857;46.085;49.35;51.531;50.194;54.327;45.189;44.974;31.291;52.93;48.397;47.99;45.47;49.544;37.348;42.537;51.291;51.273;54.318;51.589;55.247;38.805;47.679;3.0;VALOR
RODABALLO;;7.169;8.63;7.006;6.877;6.885;6.877;7.312;5.554;7.441;7.606;7.281;1.779;6.811;8.359;7.577;7.948;6.496;8.248;6.901;7.289;9.011;4.053;5.364;7.145;10.874;11.935;9.718;1.49;8.522;8.1;6.675;6.244;9.333;4.263;3.925;5.556;6.905;10.105;6.028;8.515;6.069;8.241;3.0;VALOR
RAPE;;27.903;30.016;26.762;28.818;22.409;29.38;30.104;18.858;21.821;24.975;31.905;18.723;19.177;31.229;36.776;33.733;26.675;31.954;28.051;24.578;38.662;26.808;21.699;21.805;34.159;35.09;30.914;9.31;31.137;28.737;26.355;27.842;30.594;17.595;20.837;18.869;23.584;29.768;28.139;35.257;23.043;36.964;3.0;VALOR
OTROS PESCADOS;;82.273;84.572;81.402;80.761;81.303;83.138;82.33;84.041;83.459;80.075;85.263;76.111;80.371;84.73;86.796;85.675;76.129;82.369;85.667;86.104;77.255;82.357;86.771;82.791;88.515;84.757;82.778;72.344;85.109;84.479;81.806;81.01;82.191;67.363;71.694;84.043;85.816;88.925;81.687;87.863;72.562;86.885;3.0;VALOR
OTROS PESCADOS FRE;;64.469;69.253;63.198;62.903;61.291;65.327;65.811;62.966;62.816;62.204;68.402;48.633;61.312;68.263;73.568;70.63;58.973;66.118;68.35;66.076;61.296;61.523;67.278;64.743;73.833;73.631;68.986;44.608;65.039;67.991;62.745;63.37;66.944;44.38;51.875;62.975;64.589;73.512;63.539;74.561;54.048;73.361;4.0;VALOR
OTROS PESCADOS CON;;58.935;61.759;57.173;57.907;61.237;57.083;57.915;62.357;64.583;57.585;60.559;62.317;58.607;61.286;58.187;59.769;48.468;59.522;63.191;67.151;47.687;66.447;67.262;62.463;66.552;47.581;53.879;60.074;66.717;63.504;58.371;56.286;57.41;51.602;55.067;62.364;68.025;67.966;56.316;63.082;45.652;57.336;4.0;VALOR
PEZ ESPADA/EMPERDR;;21.18;25.926;22.787;19.368;21.027;18.012;21.26;29.385;20.016;20.72;21.819;23.017;20.96;23.856;20.86;22.337;14.824;23.014;23.792;25.331;15.248;36.786;29.2;26.261;14.456;10.535;9.478;2.226;19.595;19.558;21.143;18.094;27.968;17.204;20.909;29.41;24.187;28.518;17.794;26.345;15.083;19.874;4.0;VALOR
MARISCO/MOLUSCO/CRUS;;91.542;93.942;89.89;92.202;88.815;91.214;91.457;92.422;93.55;90.03;93.541;86.127;90.215;93.982;94.663;94.292;85.719;93.158;93.012;94.632;91.934;90.647;93.894;90.874;95.135;92.194;91.433;79.815;95.491;92.364;91.882;89.331;91.558;74.596;87.787;92.42;94.894;96.594;90.601;96.326;83.85;94.736;2.0;VALOR
