Alimentos;;T.ESPAÑA;NIVEL ALTO;NIVEL MEDIO-ALTO;NIVEL MEDIO;NIVEL MEDIO-BAJO;NIVEL BAJO;SIN NIÑOS;NIÑOS - 6 AÑOS;NIÑOS 6 A 15 AÑOS;ACTIVA;NO ACTIVA;- 35 AÑOS;35 A 49 AÑOS;50 A 64 AÑOS;65 Y MAS AÑOS;+ 50 AÑOS;1 PERSONA;2 PERSONAS;3 PERSONAS;4 Y MAS PERSONAS;NORESTE;LEVANTE;ANDALUCIA;CENTRO-SUR;CASTILLA Y LEON;NOROESTE;NORTE;T.CANARIAS;< 2000 HABIT.;2000 A 10000;10001 A 100000;100001 A 500000;+ DE 500000;JOVENES INDEPENDIENTES;PAREJ.JOVENES SIN HIJOS;PAREJ.CON HIJOS PEQUEÑOS;PAREJ.CON HIJOS EDAD MEDIA;PAREJ.CON HIJOS MAYORES;HOGARES MONOPARENTALES;PAREJAS ADULTAS SIN HIJOS;ADULTOS INDEPENDIENTES;RETIRADOS;Nivel;Hoja
CASTAÑAS;;3.248;3.623;3.537;3.492;2.711;2.904;3.253;3.357;3.193;3.468;2.979;3.056;3.638;3.214;3.0;3.112;3.58;2.952;3.248;3.238;3.534;4.226;2.732;2.993;1.781;2.572;2.905;5.849;2.061;2.281;3.711;3.409;3.238;3.638;3.05;3.357;3.323;3.639;2.73;2.876;3.865;3.154;3.0;VALOR
T.FRUTA&HORTA.TRANSF;;99.329;99.67;99.163;99.241;99.076;99.35;99.244;99.532;99.712;99.307;99.362;99.504;99.446;99.28;99.379;99.327;98.636;99.538;99.535;99.715;99.069;99.094;99.519;99.492;99.523;99.655;99.047;99.295;98.386;99.594;99.215;99.414;99.544;98.898;99.394;99.532;99.756;99.811;99.742;99.611;97.503;99.438;1.0;VALOR
FRUTA&HORTA.CONSERVA;;99.017;99.539;98.918;98.885;98.588;98.967;98.88;99.299;99.649;99.015;99.026;99.157;99.192;99.034;99.037;99.033;98.119;99.194;99.313;99.61;98.733;98.811;99.346;99.17;99.074;99.495;98.353;99.026;97.709;99.402;98.879;99.071;99.344;97.938;99.076;99.299;99.715;99.657;99.651;99.432;96.966;99.067;2.0;VALOR
GUISANTES;;27.807;28.683;28.454;28.366;25.823;27.31;27.849;30.393;26.404;26.999;28.816;31.1;26.414;28.073;28.982;28.512;25.258;28.68;29.233;28.755;18.638;22.732;23.176;33.227;44.963;38.782;36.255;23.13;35.039;28.756;27.293;26.842;27.011;22.639;30.263;30.393;26.916;30.87;26.127;29.128;23.889;28.721;3.0;VALOR
JUDIAS VERDES;;21.932;23.593;22.064;22.743;22.716;18.943;21.442;25.433;23.123;23.021;20.603;24.108;23.045;23.592;19.298;21.533;19.463;21.894;23.367;23.807;12.845;18.739;23.909;34.075;28.502;18.412;19.744;15.689;25.022;18.979;21.881;21.695;24.09;18.371;22.56;25.433;23.998;26.582;20.398;24.2;20.848;18.741;2.0;VALOR
PIMIENTOS;;54.818;57.692;50.709;57.221;52.963;53.264;56.53;47.174;50.718;51.36;59.096;43.253;48.666;59.828;59.79;59.822;48.845;58.464;56.922;55.858;48.273;43.549;58.883;56.264;66.085;59.573;66.426;52.705;54.102;57.206;53.919;54.02;56.336;38.307;46.569;47.174;53.652;67.61;51.838;64.777;49.306;58.233;2.0;VALOR
ESPARRAGOS;;50.805;53.345;49.293;53.052;47.747;48.889;53.23;38.079;45.117;48.816;53.26;40.022;42.534;55.957;57.143;56.538;49.449;54.738;51.194;47.487;50.904;45.153;45.557;53.377;60.028;51.584;61.43;42.661;51.489;50.745;49.172;52.586;52.014;37.991;44.005;38.079;47.471;58.058;44.901;60.871;49.446;56.996;2.0;VALOR
ALCACHOFAS;;27.298;28.374;26.708;27.14;28.674;26.022;28.999;20.981;21.532;25.501;29.509;20.893;21.363;31.812;30.502;31.163;25.436;29.864;27.688;26.123;22.949;33.109;31.672;32.301;31.812;13.343;25.525;13.66;32.138;27.562;27.079;25.881;28.039;22.074;18.48;20.981;23.342;34.068;25.314;35.794;23.891;30.723;3.0;VALOR
CHAMPIÑOSNES+SETAS;;34.465;36.114;33.328;36.738;34.733;30.968;33.908;36.095;37.333;34.855;34.016;39.463;34.663;37.44;30.917;34.245;26.887;34.403;39.844;39.282;31.558;24.484;41.23;36.181;43.079;46.184;22.599;35.221;35.603;38.86;32.922;36.944;30.223;27.34;37.054;36.095;38.94;42.797;37.383;38.558;28.031;29.349;3.0;VALOR
MAIZ DULCE;;51.014;57.189;52.772;50.642;51.645;43.836;47.482;65.711;62.549;54.248;47.01;61.563;58.067;52.121;40.709;46.617;38.399;50.403;56.893;62.188;48.896;56.734;57.827;51.538;45.177;38.874;40.226;64.479;48.903;50.648;51.946;50.717;50.338;49.015;55.513;65.711;61.89;58.339;59.086;52.005;37.726;38.918;3.0;VALOR
MENESTRA;;11.164;11.238;10.955;11.885;10.565;10.861;10.986;13.097;11.327;11.312;10.978;13.868;11.91;11.609;9.745;10.712;10.694;10.956;11.665;11.599;7.6;7.258;9.403;14.918;18.497;11.53;16.222;11.976;15.095;10.281;11.197;11.159;10.507;11.7;11.635;13.097;11.93;11.243;9.756;13.02;11.331;9.591;3.0;VALOR
TOMATES;;92.389;96.024;92.789;92.075;90.913;89.673;91.369;94.744;96.761;93.538;90.893;95.213;94.637;92.995;88.939;91.044;86.618;93.125;94.701;96.641;91.061;93.212;95.314;94.415;91.086;90.953;89.633;83.779;90.371;91.821;92.296;92.739;93.386;92.554;94.469;94.744;96.99;97.197;95.781;94.0;83.733;88.267;2.0;VALOR
TOMATE FRITO;;85.705;90.347;84.922;86.027;83.052;82.988;83.92;90.221;93.458;87.202;83.808;90.333;89.531;85.714;81.073;83.408;77.259;85.714;89.734;93.027;82.967;85.578;90.646;89.172;85.457;84.022;81.912;72.581;85.164;86.106;85.609;85.854;85.611;84.042;88.765;90.221;93.688;92.757;90.688;86.761;72.558;80.199;4.0;VALOR
TOMATE NATURAL;;60.274;65.993;61.655;59.608;58.873;55.43;59.455;63.437;63.664;60.646;59.85;57.783;60.281;63.861;58.145;61.125;50.945;61.792;62.788;67.732;58.762;69.802;66.831;62.36;50.383;52.365;48.0;52.231;54.502;60.042;61.223;59.491;61.533;51.593;59.637;63.437;64.871;71.38;60.644;65.6;48.667;57.202;4.0;VALOR
TOMATE N.ENTERO;;19.115;21.367;21.156;19.591;17.178;16.403;19.769;16.764;16.897;19.644;18.514;18.225;16.95;21.509;19.407;20.514;16.615;21.743;17.965;19.944;19.346;27.918;18.247;20.442;12.069;14.625;14.066;14.479;15.039;19.623;18.376;19.83;20.913;19.035;18.544;16.764;17.474;22.887;20.041;25.272;14.645;18.588;5.0;VALOR
TOMATE N.TRITUR.;;55.768;60.635;57.227;54.825;54.873;51.733;54.839;59.548;59.399;56.068;55.428;54.608;56.167;59.052;53.195;56.246;46.469;56.544;59.163;63.419;53.93;62.599;63.714;57.596;46.687;48.235;45.084;49.422;50.094;55.275;57.128;53.825;57.946;48.943;55.658;59.548;60.915;67.048;56.769;60.054;43.432;52.168;5.0;VALOR
OTRA VERD/HORT.CON;;48.762;48.395;48.554;52.169;48.7;45.578;49.416;45.3;47.9;48.013;49.718;42.058;46.969;52.901;48.841;50.945;45.779;49.418;51.229;49.476;45.188;50.81;54.97;48.32;45.833;43.649;51.471;46.394;46.025;50.587;49.372;47.372;48.961;41.728;43.853;45.3;48.757;57.98;49.696;54.402;46.656;48.041;3.0;VALOR
FRUTA EN CONSERVA;;79.61;81.464;78.14;79.106;78.331;80.161;79.116;79.755;83.486;78.28;81.349;78.009;77.85;80.753;82.531;81.614;74.557;79.672;81.967;83.549;78.998;77.862;77.396;78.572;80.8;85.769;78.538;90.462;79.513;81.4;80.665;78.399;77.256;71.411;74.121;79.755;84.057;84.51;79.624;82.402;70.392;82.326;3.0;VALOR
MERMELADAS,CONFIT.;;59.508;62.787;59.348;58.905;60.226;56.629;58.447;63.346;64.475;59.796;59.338;63.398;58.632;61.749;59.427;60.616;51.99;60.31;62.271;65.123;60.056;56.814;51.062;64.03;62.06;62.248;62.611;64.049;54.528;58.246;60.591;60.418;58.465;52.476;57.41;63.346;63.851;63.84;62.034;63.528;49.886;58.893;4.0;VALOR
FRUTA CONS/ALMIBAR;;49.889;48.882;47.883;50.247;50.377;51.524;49.671;50.285;51.926;47.415;52.945;44.577;47.393;51.17;53.182;52.116;45.488;47.755;53.428;54.953;50.03;50.802;53.112;45.606;50.387;54.029;39.635;66.161;53.91;52.377;51.833;47.848;44.599;39.995;41.762;50.285;54.441;56.809;50.737;49.932;39.543;53.628;4.0;VALOR
FRUTA ESCARCHADA;;3.733;3.447;3.68;4.895;4.226;2.953;3.955;1.307;3.341;3.771;3.837;3.104;2.287;4.632;4.155;4.269;3.669;4.444;3.728;2.963;4.216;2.535;4.464;3.049;2.175;4.16;3.984;5.664;5.254;5.024;2.789;4.571;3.265;3.596;2.47;1.307;3.209;3.661;3.192;4.26;4.712;4.422;4.0;VALOR
RESTO FRUTA CONSER;;21.17;22.326;18.614;21.753;20.454;21.62;22.008;17.588;19.081;18.566;24.444;19.104;17.295;21.402;26.761;23.97;19.586;21.919;22.431;21.207;20.273;20.759;18.686;15.394;16.997;36.506;23.992;34.053;17.762;23.896;22.303;20.69;18.175;12.025;15.767;17.588;19.11;24.545;21.115;23.907;17.602;26.283;4.0;VALOR
FRUTA&HORTA.CONGELAD;;82.469;84.358;83.426;80.839;82.281;81.95;82.257;84.801;82.697;81.891;83.232;83.778;81.409;83.056;83.843;83.44;78.761;83.151;84.332;84.957;86.756;85.151;84.127;83.022;76.203;73.832;74.525;82.812;78.453;82.406;82.197;81.852;85.776;79.684;79.461;84.801;83.765;87.818;82.633;85.565;73.341;83.346;2.0;VALOR
VERD./HORT.CONGELAD;;81.268;82.662;81.823;79.963;81.349;80.974;81.088;83.567;81.366;80.495;82.291;82.439;80.0;81.742;83.131;82.419;77.37;82.365;82.703;83.856;86.005;84.036;83.55;81.508;75.325;73.33;71.913;78.841;75.844;81.659;81.103;80.449;84.644;77.006;78.499;83.567;82.085;86.577;81.804;84.709;71.511;82.712;3.0;VALOR
ESPINACAS;;25.82;26.47;28.795;25.184;25.717;24.18;25.875;27.601;25.478;24.464;27.488;25.652;23.388;27.038;27.618;27.315;23.799;25.301;26.709;28.546;28.317;20.676;30.06;30.522;22.913;22.692;17.19;19.77;22.939;27.891;25.303;24.461;28.685;21.418;20.141;27.601;25.928;28.952;27.74;27.173;22.202;27.446;4.0;VALOR
GUISANTES;;44.7;47.349;42.697;44.677;42.627;45.001;44.292;53.111;42.362;41.652;48.427;47.17;40.901;42.658;51.234;46.83;38.861;47.564;45.926;48.213;55.174;41.387;44.914;40.621;39.889;43.524;37.966;42.367;44.048;43.668;44.925;45.293;44.608;29.048;41.587;53.111;43.421;46.343;41.23;50.501;31.149;50.405;3.0;VALOR
JUDIA VERDE;;33.251;33.314;33.104;31.306;33.307;35.489;33.392;34.797;32.604;31.502;35.425;25.87;29.918;36.449;35.962;36.23;27.612;34.53;34.793;37.506;39.8;33.278;30.912;38.008;31.198;21.272;21.904;35.555;26.958;35.596;32.799;32.149;36.33;21.033;23.113;34.797;34.198;40.965;36.155;37.286;25.32;35.668;4.0;VALOR
COLIFLOR;;12.348;13.081;12.826;13.235;11.989;10.751;11.673;18.447;13.131;12.667;11.972;13.838;14.013;12.252;10.856;11.582;8.478;13.015;15.342;13.728;12.075;11.851;14.393;12.763;14.044;7.76;10.472;15.941;6.674;12.067;12.904;13.16;12.406;8.197;14.196;18.447;14.009;12.057;15.203;12.968;10.208;9.987;3.0;VALOR
PIMIENTOS;;10.78;11.55;10.951;9.575;13.428;9.622;10.008;15.636;12.634;11.882;9.45;17.085;13.052;10.126;8.285;9.243;9.756;10.153;12.114;12.073;10.633;9.565;13.28;12.451;8.06;7.096;9.01;11.609;3.411;9.242;10.032;13.887;12.165;14.889;14.382;15.636;11.381;12.125;12.812;10.347;8.247;7.664;2.0;VALOR
BROCOLI;;16.235;17.66;18.137;15.191;16.73;14.496;14.855;25.901;18.962;17.38;14.861;20.121;18.59;16.894;12.787;14.929;13.593;14.738;18.704;19.27;17.966;12.813;15.745;20.123;14.325;14.042;9.684;22.755;12.517;13.979;16.65;16.281;18.823;15.89;14.366;25.901;18.801;18.074;20.882;14.26;15.744;11.823;3.0;VALOR
MENESTRA;;22.506;23.197;21.385;22.179;21.928;23.331;23.098;20.927;20.46;21.018;24.357;15.803;19.138;25.484;24.557;25.052;18.533;24.093;23.599;24.633;23.974;17.778;23.992;25.189;21.005;15.518;24.069;25.526;21.23;24.094;21.228;23.392;23.417;13.908;15.972;20.927;22.27;28.069;21.543;28.272;19.683;23.585;3.0;VALOR
OTR.VERD/HOR.CONG.;;60.214;60.816;61.754;59.323;59.858;59.917;60.404;62.898;57.948;59.592;61.04;67.531;58.104;61.206;60.971;61.097;56.447;61.151;63.668;61.139;68.288;71.033;63.457;58.732;47.022;43.265;41.521;63.378;47.889;60.539;60.449;59.836;64.413;58.756;60.278;62.898;60.187;66.151;60.938;63.269;50.058;60.731;4.0;VALOR
FRUTAS CONGELADAS;;12.351;14.338;15.706;12.172;13.606;7.72;11.543;16.4;15.081;14.748;9.443;18.903;15.14;13.384;7.393;10.514;9.534;11.864;15.607;13.619;14.77;13.378;9.66;13.261;9.952;6.486;9.151;24.226;10.464;10.973;12.881;12.977;12.535;17.847;13.692;16.4;14.947;15.567;17.163;13.023;9.856;6.626;3.0;VALOR
PLATOS PREPARADOS;;98.894;99.469;99.312;99.034;98.974;97.764;98.643;99.599;99.775;99.412;98.179;99.669;99.614;99.14;97.519;98.356;98.139;98.724;99.286;99.688;98.953;99.603;99.228;99.323;97.759;96.952;98.094;99.147;97.36;98.855;98.693;99.167;99.525;99.655;99.464;99.599;99.807;99.537;99.71;98.807;98.667;97.233;1.0;VALOR
PLAT.PREP.CONSERVA;;83.181;87.026;84.639;83.635;81.62;78.924;82.434;83.964;87.607;85.674;79.982;85.825;86.312;85.472;77.461;81.641;79.263;82.079;86.593;86.303;83.35;85.131;86.065;88.761;79.729;68.506;77.27;80.147;75.146;80.967;83.293;84.015;86.616;84.566;85.748;83.964;88.84;88.896;86.743;84.246;81.161;76.125;2.0;VALOR
P.P.CONSERVA CARNE;;65.324;68.725;67.159;66.523;63.49;60.861;63.115;71.002;75.234;68.547;61.273;71.419;70.63;68.657;55.533;62.366;58.017;63.792;70.32;72.05;63.657;66.922;70.236;70.617;63.824;51.798;59.146;63.03;57.664;60.636;65.047;67.993;69.106;65.346;67.44;71.002;75.733;71.862;69.762;66.475;63.707;54.09;3.0;VALOR
P.P.CONSERV PESCADO;;14.686;16.273;14.168;15.984;13.697;12.812;14.748;14.876;14.887;15.76;13.397;11.256;14.808;16.217;13.937;15.129;13.413;15.776;14.539;15.058;20.625;12.981;8.46;16.253;12.666;7.138;22.421;11.105;12.673;15.039;14.178;14.585;16.649;12.955;10.836;14.876;14.234;16.877;17.295;16.849;14.331;14.173;3.0;VALOR
P.P.CONSERV VEGETAL;;58.285;61.938;60.074;59.202;57.781;52.864;58.226;57.429;60.152;60.684;55.331;58.759;61.268;61.95;52.377;57.393;54.832;57.704;60.982;60.838;55.83;63.513;64.232;67.355;52.978;41.381;48.019;45.18;52.956;55.511;57.078;58.134;66.046;57.387;63.853;57.429;61.748;64.831;61.516;60.564;60.54;50.738;3.0;VALOR
P.P.CONSV LEGUMBRE;;26.976;27.145;26.408;28.464;26.003;26.222;27.66;26.809;23.443;26.9;27.106;27.466;26.265;28.378;26.609;27.533;27.791;27.461;26.574;25.736;23.604;34.197;26.685;33.983;25.95;16.77;20.909;22.19;20.072;21.375;26.076;29.701;32.97;25.478;30.964;26.809;24.372;28.064;24.779;28.833;30.566;26.26;4.0;VALOR
P.P.CONSERVA PASTA;;37.449;43.081;38.149;37.21;35.522;33.067;36.63;37.036;43.298;41.122;32.886;34.582;40.137;41.847;31.241;36.766;35.286;34.005;41.566;40.818;47.558;41.523;36.615;34.211;28.707;24.196;33.398;35.202;31.842;34.232;37.444;37.96;41.793;34.815;38.472;37.036;43.822;43.822;44.946;34.993;39.096;30.759;3.0;VALOR
PLAT.PREP.CONGELADO;;82.843;86.306;82.257;82.532;82.824;80.212;80.104;91.54;92.647;84.907;80.223;89.21;87.681;83.795;75.412;79.717;74.565;80.75;86.968;91.813;83.168;88.171;86.282;84.898;80.945;72.771;71.48;82.991;78.657;81.413;83.376;82.744;84.625;80.216;86.516;91.54;92.451;88.626;90.319;79.05;72.805;74.925;2.0;VALOR
P.P.CONGELADO CARNE;;53.665;60.36;53.925;54.193;52.481;47.193;47.714;72.766;76.099;58.46;47.643;67.917;65.834;52.694;38.992;46.082;38.691;47.144;62.228;72.56;48.2;53.118;64.057;58.944;50.855;47.483;43.171;51.451;47.522;54.814;55.136;52.546;53.038;49.192;61.838;72.766;75.328;58.648;68.355;44.3;39.943;37.051;3.0;VALOR
P.P.CONGEL.PESCADO;;63.02;67.85;61.399;63.773;61.031;59.866;58.856;77.594;78.204;63.935;61.9;69.174;68.574;62.965;57.056;60.105;49.253;60.494;69.723;77.177;64.224;68.794;65.938;66.684;64.139;49.362;52.969;53.205;60.804;63.276;64.458;61.864;61.77;52.804;60.23;77.594;77.439;71.474;69.532;61.086;45.166;56.106;3.0;VALOR
P.P.CONGEL.VEGETAL;;44.531;49.927;45.068;44.44;45.674;38.371;42.896;50.925;50.967;47.988;40.263;55.276;48.23;47.601;35.956;41.973;37.469;43.593;47.689;51.604;46.409;45.095;50.312;49.789;41.135;30.192;31.795;41.915;36.225;41.021;44.782;44.37;50.591;44.525;52.98;50.925;51.807;52.138;47.548;43.365;42.305;34.442;3.0;VALOR
P.P.CONGELADO PASTA;;29.739;30.861;26.771;30.543;30.329;29.337;28.209;33.741;36.904;30.971;28.23;37.768;33.552;31.238;23.248;27.354;25.512;26.586;31.482;37.326;36.87;34.118;32.886;29.038;25.024;16.913;18.373;23.309;24.664;30.238;29.449;29.314;32.534;26.092;37.22;33.741;38.655;34.339;36.223;24.951;25.078;23.354;3.0;VALOR
OTROS P.P.CONGELADO;;37.964;45.878;42.534;36.811;37.483;28.928;34.562;50.192;51.375;43.566;31.036;57.042;46.893;38.61;24.682;31.939;27.668;35.692;42.115;49.766;40.278;39.168;38.839;44.42;31.136;27.071;32.461;29.478;31.752;34.7;38.852;36.957;42.557;45.756;51.214;50.192;51.367;44.374;45.303;33.338;26.412;24.037;3.0;VALOR
P.P.SOPAS Y CREMAS;;84.664;88.849;86.112;84.208;82.81;81.279;83.8;86.962;88.55;87.134;81.485;88.197;88.417;84.702;80.216;82.545;82.796;83.268;85.355;88.161;87.959;88.187;85.364;88.359;80.996;69.535;78.932;81.153;79.33;81.863;84.795;84.403;89.236;88.052;88.518;86.962;89.394;86.579;87.105;83.3;83.769;79.17;2.0;VALOR
P.P.GAZPACHO/SALMOR;;51.035;59.646;54.556;51.436;45.823;43.233;50.304;52.877;54.666;54.266;47.0;55.392;54.672;51.696;46.246;49.078;48.815;49.479;53.327;53.708;51.343;57.658;54.585;62.774;45.856;20.411;41.573;40.397;37.949;41.408;51.42;52.174;61.926;53.699;58.264;52.877;55.841;53.366;51.571;50.577;50.292;45.205;3.0;VALOR
P.P.SOPAS Y CR.HORT;;41.136;44.129;44.098;39.667;41.829;37.579;41.504;42.333;38.576;43.224;38.564;54.177;42.949;40.87;37.58;39.284;42.267;39.976;41.972;40.729;44.879;45.123;39.844;41.955;38.271;33.554;35.377;41.516;36.806;38.67;41.364;40.859;45.104;54.241;46.791;42.333;38.407;43.293;44.347;40.807;43.141;36.311;3.0;VALOR
P.P.PIZZA;;73.418;78.765;76.204;73.733;72.008;66.793;69.553;84.193;88.715;78.895;66.374;81.519;82.086;76.05;59.646;68.139;60.37;70.706;80.621;86.263;74.505;75.347;77.586;74.637;71.681;67.372;64.793;69.796;70.877;74.586;74.191;73.095;71.891;74.503;78.64;84.193;88.04;82.466;85.749;70.868;63.858;57.471;2.0;VALOR
P.P.PASTA RESTO;;41.029;46.04;42.679;42.43;42.13;32.77;37.491;50.627;56.989;46.686;33.963;56.421;50.413;42.446;27.006;35.012;32.636;34.023;47.881;54.155;48.751;42.235;42.779;41.612;38.216;27.072;33.175;34.375;32.937;38.413;42.289;41.755;42.365;49.896;47.99;50.627;58.216;48.887;53.68;32.543;33.481;25.547;2.0;VALOR
TORTILLAS REFRIGERAD;;36.993;43.833;40.403;36.52;35.447;29.705;34.142;44.51;49.481;41.974;30.783;42.789;44.833;39.149;25.916;32.822;32.092;32.66;39.093;46.654;38.836;32.867;41.214;42.737;36.951;19.62;32.884;37.946;28.812;29.777;36.142;40.009;44.26;42.457;39.642;44.51;49.953;42.144;43.193;30.222;35.686;25.912;2.0;VALOR
PLAT.PREP.OTROS;;89.561;94.922;93.949;90.244;89.713;80.236;87.662;95.582;96.777;94.261;83.354;95.888;95.24;92.725;78.383;85.752;83.952;88.172;92.9;95.871;91.099;89.18;91.038;91.466;87.165;85.241;82.592;91.83;82.207;86.906;90.278;89.735;92.42;92.03;95.259;95.582;96.962;94.85;95.715;91.099;90.224;76.408;2.0;VALOR
CAFES E INFUSIONES;;96.472;96.296;96.092;96.4;96.315;97.105;97.039;93.008;96.116;95.911;97.215;94.38;95.335;97.523;98.1;97.804;95.999;97.415;96.014;96.341;96.134;96.087;96.147;96.539;96.675;97.64;96.85;97.231;95.111;96.715;96.716;96.342;96.346;93.768;95.052;93.008;96.707;98.253;97.175;98.346;95.819;97.961;1.0;VALOR
CAFE G. O M.TORREFAC;;2.838;2.436;2.21;2.671;2.54;4.005;2.868;2.759;2.73;2.68;3.032;3.085;2.585;2.928;3.011;2.969;2.601;3.288;2.469;2.897;1.275;0.561;1.755;6.345;6.634;3.166;1.47;4.18;6.468;2.85;3.003;2.407;1.987;2.805;3.435;2.759;2.524;2.943;2.601;3.894;2.401;2.764;2.0;VALOR
CAFE G. O M.NATURAL;;63.036;70.869;65.875;63.26;58.915;55.778;62.911;63.106;64.301;65.552;59.88;64.501;63.652;65.811;60.186;63.082;58.325;65.234;64.805;64.811;69.58;68.605;56.982;57.397;51.475;66.623;63.943;69.089;63.159;61.106;63.198;61.57;66.526;59.685;64.913;63.106;65.449;65.739;62.818;69.383;62.823;58.922;2.0;VALOR
CAFE G. O M.MEZCLA;;32.652;30.546;29.299;34.288;31.919;35.6;33.014;30.085;32.547;30.797;34.99;28.743;30.295;35.829;33.419;34.654;30.896;32.725;33.433;34.305;27.961;27.059;29.716;40.176;38.06;36.145;28.762;43.946;33.157;34.262;31.54;32.739;33.604;27.341;27.479;30.085;32.233;38.558;33.793;36.735;31.019;33.206;2.0;VALOR
CAFE G. O M.DESCA;;33.823;35.255;31.742;32.989;33.341;35.145;35.233;30.058;28.792;30.949;37.583;28.172;27.303;36.405;40.412;38.335;31.774;36.906;34.458;31.904;39.569;34.725;37.773;31.421;30.025;30.823;27.663;20.719;31.274;34.259;33.316;32.641;37.427;18.469;24.474;30.058;28.702;40.471;30.16;39.222;33.996;40.553;2.0;VALOR
CAFE SOLUBLE;;55.932;54.92;55.191;55.996;58.434;55.735;56.225;53.201;56.881;54.5;57.758;54.984;53.117;58.008;58.025;58.014;50.491;55.846;58.57;60.383;53.351;62.265;55.86;53.226;57.53;57.125;55.794;57.221;60.228;60.85;56.257;55.214;50.086;48.69;45.668;53.201;58.708;65.25;58.68;58.516;47.778;58.062;2.0;VALOR
DESCAFEINADO CS;;29.966;26.196;26.048;30.28;31.506;35.006;31.517;25.022;25.274;25.756;35.442;21.44;22.665;32.638;37.572;34.946;26.951;33.229;29.358;30.225;25.815;34.252;31.932;27.522;31.049;36.554;29.957;26.441;35.126;35.733;30.848;27.921;23.592;16.877;17.425;25.022;26.933;34.63;28.29;36.245;26.046;37.996;3.0;VALOR
NO DESCAFEINADO CS;;42.428;43.413;44.928;43.398;45.321;36.888;41.435;45.397;47.176;44.421;39.966;48.119;44.652;43.884;38.214;41.162;36.427;40.433;46.974;48.286;43.061;49.266;39.503;39.886;44.58;39.136;41.674;45.873;43.322;45.758;43.26;42.572;36.753;44.478;36.891;45.397;47.988;51.712;48.13;42.54;35.05;37.573;3.0;VALOR
SUCEDANEOS DE CAFE;;11.656;11.147;11.111;11.031;12.016;12.996;12.367;8.667;9.57;10.941;12.646;8.812;9.632;12.346;14.388;13.328;11.481;11.509;12.564;11.33;11.194;12.355;8.031;9.907;16.385;14.584;19.356;7.792;11.544;12.226;11.67;12.807;9.427;10.804;6.675;8.667;11.288;12.331;11.823;13.12;10.357;14.423;2.0;VALOR
CAFE EN CAPSULAS;;46.249;56.104;48.485;46.889;46.348;34.148;44.987;49.089;52.246;50.761;40.601;48.694;50.526;49.808;38.085;44.217;37.492;47.478;49.991;51.991;57.984;53.939;42.937;41.924;38.439;33.612;41.859;38.969;45.94;48.102;46.631;44.384;46.483;43.318;48.529;49.089;53.468;53.291;50.532;50.559;43.864;36.416;2.0;VALOR
DESCAFEINADO CPS;;22.424;27.271;21.666;22.763;22.057;18.26;22.705;22.496;21.446;22.892;22.014;20.412;21.017;25.221;22.34;23.851;18.951;24.627;23.435;23.011;30.903;26.628;21.729;18.482;17.628;15.595;18.305;15.852;24.409;23.516;22.75;20.586;22.73;13.149;17.483;22.496;23.189;27.144;20.698;26.929;23.412;22.125;3.0;VALOR
NO DESCAFEINADO CPS;;42.325;51.933;44.165;43.498;41.332;30.884;40.875;45.18;49.41;47.035;36.419;45.912;46.947;45.11;34.335;39.948;33.989;43.305;45.952;48.099;52.82;50.921;37.347;38.539;35.04;31.06;39.112;36.758;42.323;44.327;41.816;41.457;43.025;39.85;45.65;45.18;50.824;48.113;45.37;45.999;40.013;32.502;3.0;VALOR
INFUSIONES;;68.569;70.783;69.657;67.219;70.976;65.642;69.522;64.924;66.924;68.339;68.967;72.091;67.748;70.245;68.806;69.564;63.96;71.984;69.188;69.399;66.289;69.036;72.355;67.639;66.229;73.328;64.277;69.846;66.469;68.21;69.671;68.29;67.432;69.879;71.03;64.924;67.279;74.977;70.458;74.752;61.922;67.85;2.0;VALOR
INFUSIONES ENVASADO;;67.9;70.436;68.666;66.616;70.178;64.88;68.761;64.389;66.719;67.817;68.123;71.788;67.314;69.573;67.815;68.737;63.037;71.208;68.841;68.889;65.186;68.928;71.512;66.926;65.231;73.103;64.005;69.201;66.422;67.576;68.984;67.687;66.452;69.02;70.94;64.389;67.026;74.397;70.225;73.963;60.906;66.794;3.0;VALOR
INFUSIONES GRANEL;;3.398;3.499;3.229;2.843;3.96;3.831;3.701;1.974;2.713;3.302;3.78;2.252;1.888;4.518;4.341;4.275;4.368;3.714;2.028;3.08;4.521;1.596;4.778;3.919;3.275;3.151;2.75;2.065;1.363;4.099;3.229;3.011;4.976;3.478;0.262;1.974;2.686;4.166;2.036;4.676;4.866;4.766;3.0;VALOR
TE;;37.746;40.849;41.211;37.019;40.424;31.577;38.109;34.466;38.265;39.507;35.637;45.372;39.317;39.751;33.802;36.897;33.854;40.623;37.388;39.286;37.07;36.746;41.969;37.418;34.371;36.834;34.129;42.69;31.58;37.307;38.603;37.738;38.446;42.514;46.601;34.466;37.033;40.992;42.491;43.2;34.359;33.043;3.0;VALOR
MANZANILLA;;30.815;29.972;29.336;30.23;34.542;31.011;32.02;26.428;27.719;28.248;34.149;35.233;25.656;31.807;35.638;33.665;27.956;33.11;32.931;29.681;26.578;32.76;33.328;30.931;32.645;35.179;26.992;31.732;34.506;32.846;32.163;28.138;28.267;26.937;29.792;26.428;27.376;37.67;26.248;35.076;27.057;34.957;3.0;VALOR
